imsi,app,throughput,latency,packet_loss,sinr,rsrp,cell_load,prb_utilization,mobility,qoe_score,qoe_category
310150305358056,volte,3.13,52.44,2.23,5.89,-109.79,77.58,67.8,26.5,3.35,Good
310150388603414,video,15.05,31.07,1.0,9.37,-107.58,10.34,16.18,12.46,4.48,Excellent
310150897074258,volte,16.21,20.42,0.65,11.15,-102.49,24.32,27.7,17.81,4.1,Excellent
310150610674284,gaming,14.04,139.01,1.38,17.69,-84.41,92.52,78.33,18.34,1.22,Poor
310150391345738,volte,14.7,33.57,0.85,15.61,-84.52,65.08,60.72,36.2,4.15,Excellent
310150639758208,gaming,15.62,116.62,1.87,17.7,-89.1,89.62,64.1,27.27,2.66,Fair
310150616293975,gaming,0.5,38.02,2.87,0.2,-108.48,65.46,52.59,76.7,2.31,Fair
310150301302013,volte,15.95,30.31,0.94,14.49,-92.24,71.05,67.87,9.53,4.08,Excellent
310150291079221,gaming,23.28,18.32,1.3,16.02,-92.95,10.0,10.0,85.57,4.18,Excellent
310150740270790,gaming,29.53,35.38,0.01,23.43,-80.66,31.32,26.56,16.32,4.83,Excellent
310150124733272,video,4.56,44.45,2.35,6.07,-108.63,71.06,57.91,52.26,3.4,Good
310150436644820,video,2.61,51.94,2.32,1.52,-99.88,78.93,64.03,22.93,2.88,Fair
310150420343694,video,0.5,41.46,2.86,2.36,-101.68,71.84,50.74,10.66,1.56,Poor
310150659242304,video,14.1,20.82,1.23,11.32,-96.85,20.88,16.56,61.16,4.65,Excellent
310150600198475,gaming,14.89,13.64,1.01,12.53,-96.24,38.4,36.12,21.11,4.56,Excellent
310150571724025,volte,17.52,14.31,1.49,13.85,-103.86,26.56,24.6,43.15,3.93,Good
310150727806918,gaming,6.73,12.91,0.91,2.64,-99.45,26.09,18.8,36.86,3.8,Good
310150372468110,gaming,25.48,6.97,0.26,19.72,-98.67,43.94,31.52,30.92,4.51,Excellent
310150939525268,gaming,0.5,35.85,2.91,-1.63,-103.36,66.64,56.77,32.4,2.33,Fair
310150660148370,volte,27.63,7.91,0.0,21.58,-95.16,18.37,10.0,48.76,4.88,Excellent
310150695102523,video,3.2,37.49,1.85,7.04,-87.43,68.71,56.63,6.82,3.57,Good
310150308304732,gaming,19.42,64.82,1.44,18.36,-94.18,80.32,71.33,43.82,3.74,Good
310150953382616,gaming,2.27,18.39,2.85,-0.77,-106.18,17.67,11.19,66.4,2.89,Fair
310150514401952,video,29.2,16.46,0.0,23.15,-86.58,23.06,26.72,4.61,4.9,Excellent
310150296223711,gaming,0.5,43.17,2.14,1.45,-105.4,71.91,58.05,10.5,2.27,Fair
310150629362416,volte,0.5,61.47,2.55,-1.99,-103.95,75.91,63.78,47.5,2.55,Fair
310150935025186,gaming,11.29,177.66,1.59,16.35,-91.85,94.32,87.25,28.83,1.34,Poor
310150162994533,gaming,8.22,38.34,1.33,12.14,-93.64,77.86,71.97,26.8,3.88,Good
310150414374105,video,0.61,22.33,1.86,-0.72,-104.12,64.12,59.01,10.25,1.47,Poor
310150473927178,gaming,14.87,6.88,0.89,13.39,-95.02,31.81,24.8,33.08,4.46,Excellent
310150544308322,gaming,16.78,61.11,0.8,17.35,-89.57,82.05,75.12,9.54,4.13,Excellent
310150823463111,volte,11.64,14.62,0.86,11.24,-103.34,71.58,66.95,31.22,4.26,Excellent
310150822468461,video,4.38,59.21,2.65,4.83,-105.78,82.95,75.21,51.43,3.15,Good
310150712359117,video,19.11,22.18,0.29,19.14,-95.58,47.59,41.72,18.03,4.68,Excellent
310150613207113,volte,7.32,30.42,1.82,10.03,-84.43,70.42,64.85,31.48,3.79,Good
310150140133569,gaming,0.5,26.87,3.13,-5.0,-114.5,42.3,36.85,98.51,2.33,Fair
310150101912584,video,5.54,44.62,1.56,7.6,-98.58,67.16,61.12,45.19,3.86,Good
310150657425666,video,22.25,12.82,1.46,15.51,-100.65,16.08,14.53,59.19,4.58,Excellent
310150281950548,gaming,21.92,12.79,0.48,15.83,-101.38,15.77,10.0,27.48,4.65,Excellent
310150586764313,gaming,11.23,29.36,1.16,8.74,-96.43,24.78,18.89,51.81,4.21,Excellent
310150965343815,video,20.42,12.4,0.61,17.07,-101.71,32.59,39.08,3.29,4.68,Excellent
310150181955631,gaming,21.48,33.22,0.82,16.31,-85.39,19.6,10.0,9.29,4.44,Excellent
310150517330625,video,0.5,50.35,1.86,-5.0,-109.25,74.46,73.29,14.58,1.36,Poor
310150805390491,gaming,5.8,28.02,1.29,3.28,-104.71,30.46,29.93,26.7,4.07,Excellent
310150210131828,gaming,10.59,17.15,1.33,10.75,-97.05,45.37,40.1,59.7,4.16,Excellent
310150373874140,volte,21.09,19.51,0.52,16.98,-90.44,39.01,25.93,23.36,4.46,Excellent
310150491906457,gaming,8.88,18.14,1.69,6.74,-99.27,24.64,21.68,42.84,4.1,Excellent
310150567800728,volte,20.06,20.08,1.58,15.76,-100.6,35.56,27.56,46.93,3.97,Good
310150659185931,gaming,22.36,14.43,0.31,16.67,-105.87,19.06,22.71,38.15,4.77,Excellent
310150739915140,video,14.95,16.2,0.88,12.12,-97.49,24.64,18.35,24.02,4.56,Excellent
310150739188961,video,7.62,30.69,1.47,9.23,-104.34,77.09,66.46,37.55,3.84,Good
310150214348335,gaming,15.91,13.15,0.7,14.47,-81.47,40.15,36.56,23.12,4.44,Excellent
310150444337700,gaming,25.05,29.17,0.58,19.91,-91.58,31.61,24.59,6.54,4.57,Excellent
310150244321835,video,15.97,27.25,0.8,13.86,-110.28,33.11,33.93,99.5,4.73,Excellent
310150563448846,gaming,1.03,30.24,1.57,1.61,-101.95,70.48,60.54,9.58,3.35,Good
310150720044330,volte,13.78,13.42,1.03,9.73,-91.84,23.03,10.86,5.7,4.24,Excellent
310150163923119,volte,21.39,27.73,1.04,19.21,-90.46,40.6,36.48,63.87,4.03,Excellent
310150312232534,volte,15.71,9.71,0.47,15.74,-97.08,58.82,55.8,20.69,4.43,Excellent
310150370521669,volte,20.74,21.24,0.93,16.85,-97.32,23.21,27.62,42.53,4.22,Excellent
310150982717562,volte,28.05,20.05,0.67,20.12,-90.22,16.24,17.06,22.33,4.48,Excellent
310150191199914,gaming,26.79,21.53,0.49,21.84,-98.85,19.91,23.28,26.07,4.89,Excellent
310150178308332,gaming,15.25,12.11,1.13,12.96,-94.06,39.66,37.36,18.27,4.29,Excellent
310150410927380,volte,4.09,38.9,1.47,7.09,-97.18,55.96,44.44,23.17,3.89,Good
310150940860054,gaming,12.98,38.41,0.82,13.46,-93.48,55.46,44.9,27.23,4.22,Excellent
310150876796778,gaming,6.45,48.69,2.07,6.63,-101.37,66.68,47.18,47.81,3.3,Good
310150132482294,volte,10.68,200.0,2.25,14.62,-106.12,100.0,86.92,33.38,1.0,Poor
310150730133071,gaming,22.54,26.65,0.46,18.83,-97.2,40.57,38.97,75.63,4.43,Excellent
310150733399086,gaming,14.78,33.34,0.86,15.68,-99.07,69.45,53.23,3.39,4.28,Excellent
310150406146420,gaming,0.5,106.45,3.15,-3.79,-93.7,88.84,84.65,32.85,1.0,Poor
310150735786363,volte,0.5,80.15,3.03,-2.9,-93.6,89.14,77.93,38.02,1.84,Poor
310150979008142,gaming,0.5,28.42,2.39,-2.58,-113.58,55.56,44.41,70.57,2.38,Fair
310150764401699,video,7.91,61.98,1.07,9.12,-101.61,82.65,64.82,3.96,3.83,Good
310150860357578,video,22.43,17.85,0.31,18.89,-109.2,25.68,30.9,37.32,5.0,Excellent
310150658665778,volte,8.86,24.38,1.55,6.67,-97.77,42.78,43.56,60.64,3.37,Good
310150358846478,video,5.35,36.91,1.58,6.04,-102.24,52.53,44.21,17.02,3.79,Good
310150946770499,volte,13.05,33.95,1.86,9.69,-99.6,40.02,39.87,63.56,3.55,Good
310150892146708,video,9.52,22.78,0.58,8.5,-99.77,32.54,27.58,1.58,4.6,Excellent
310150536466133,video,9.51,22.85,1.08,10.35,-109.34,52.16,42.88,48.78,3.94,Good
310150935621650,video,1.46,42.86,2.56,2.84,-103.5,71.51,59.66,73.2,2.22,Fair
310150535599137,volte,9.61,24.16,1.79,7.24,-92.76,27.47,23.01,43.03,3.61,Good
310150814388813,volte,18.04,20.98,0.51,14.33,-96.65,21.2,16.66,28.94,4.64,Excellent
310150604021955,gaming,29.92,26.51,0.63,22.77,-97.16,10.0,10.0,3.63,4.92,Excellent
310150129105135,volte,0.5,38.93,2.99,-4.38,-108.32,58.68,59.68,70.56,2.45,Fair
310150199148148,video,18.61,31.74,0.89,14.13,-93.64,24.96,33.35,30.83,4.68,Excellent
310150249777971,video,0.5,63.75,2.61,-5.0,-103.21,82.8,66.85,2.38,1.0,Poor
310150830556909,volte,12.0,18.89,1.73,10.31,-106.05,23.96,23.38,45.43,3.69,Good
310150346058522,volte,19.82,14.91,0.72,16.32,-83.78,37.0,33.61,31.54,4.28,Excellent
310150871401372,volte,13.22,56.18,1.0,15.02,-103.65,79.25,72.39,9.39,3.98,Good
310150327744494,gaming,16.1,12.13,0.42,10.89,-83.07,20.13,15.46,15.29,4.61,Excellent
310150238556571,video,0.5,103.46,2.53,3.07,-99.55,90.34,82.22,5.12,1.08,Poor
310150268196386,gaming,13.5,14.47,0.98,9.98,-93.54,32.62,21.81,37.37,4.28,Excellent
310150447600519,gaming,5.55,23.92,1.75,2.58,-100.86,41.63,53.55,40.56,3.79,Good
310150363314575,video,11.67,31.28,0.84,10.64,-103.56,52.45,47.61,33.02,4.46,Excellent
310150484942185,video,4.85,24.0,1.77,1.95,-95.76,43.88,42.26,56.54,3.26,Good
310150573879971,volte,19.22,19.68,0.99,13.73,-95.74,33.86,24.21,61.55,4.03,Excellent
310150743837953,volte,4.66,33.86,2.07,2.81,-102.59,62.46,51.49,40.12,3.55,Good
310150197169328,gaming,2.05,70.95,1.6,5.48,-93.33,85.08,67.53,1.07,3.08,Good
310150802438019,volte,8.23,38.33,1.61,10.34,-100.31,67.49,66.68,45.84,3.74,Good
310150414280025,volte,12.47,54.55,1.2,12.05,-110.49,71.26,57.16,27.67,3.77,Good
310150623496792,video,25.94,19.49,0.54,17.24,-106.23,20.29,16.91,36.8,4.93,Excellent
310150196555357,video,5.91,50.62,2.28,8.06,-100.25,74.63,64.95,42.45,3.61,Good
310150878030538,volte,9.72,24.96,1.42,5.42,-101.51,28.35,27.31,23.6,3.95,Good
310150629237254,video,5.85,38.05,1.86,6.28,-103.66,56.92,43.63,69.99,3.7,Good
310150877895262,volte,16.4,8.57,0.63,12.31,-97.75,31.67,32.17,10.05,4.4,Excellent
310150569937259,video,0.5,60.41,2.89,2.13,-109.35,83.24,79.48,44.07,1.04,Poor
310150879271753,video,7.65,25.33,1.43,10.01,-104.12,70.68,58.9,0.37,4.26,Excellent
310150313808166,video,6.67,17.38,2.24,2.69,-109.75,37.64,32.94,71.44,3.62,Good
310150208075916,video,16.17,17.68,1.05,13.71,-90.5,28.93,28.59,8.57,4.67,Excellent
310150892787102,volte,7.36,40.16,1.11,7.55,-102.29,65.54,58.95,7.33,4.08,Excellent
310150997846854,gaming,8.19,30.83,1.46,6.92,-92.66,53.1,41.73,22.57,4.06,Excellent
310150294468798,video,0.5,46.7,2.38,-0.23,-108.19,72.9,67.65,25.0,1.0,Poor
310150559032887,volte,0.5,34.34,2.62,-0.02,-93.97,75.0,73.56,15.29,2.6,Fair
310150286432752,volte,29.97,22.62,0.48,22.59,-97.03,18.92,24.19,38.08,4.64,Excellent
310150389103785,video,19.01,23.9,1.45,12.97,-98.89,32.43,31.41,29.17,4.34,Excellent
310150895550140,gaming,23.26,40.74,0.38,22.97,-92.64,62.78,59.08,2.79,4.57,Excellent
310150128186921,video,26.81,24.15,0.49,24.31,-88.4,43.91,36.7,21.76,4.74,Excellent
310150820491447,volte,25.01,36.35,0.64,20.02,-94.93,23.84,16.39,55.86,4.34,Excellent
310150849589587,gaming,0.5,52.36,3.11,-3.26,-104.05,77.16,67.56,45.42,1.81,Poor
310150473829493,volte,10.28,74.46,1.6,14.58,-98.47,84.09,85.32,48.16,3.52,Good
310150340486150,video,14.45,30.25,1.32,11.1,-102.62,24.57,18.96,46.06,4.46,Excellent
310150382388277,gaming,15.26,21.02,0.35,10.39,-90.83,35.39,33.31,21.24,4.39,Excellent
310150315721344,volte,10.45,10.3,0.84,8.22,-96.63,52.68,48.25,7.67,4.18,Excellent
310150630470059,volte,0.5,80.24,2.19,3.7,-96.45,88.24,75.78,18.9,3.29,Good
310150286455415,volte,8.97,68.49,2.73,8.12,-100.19,73.32,71.94,58.12,2.66,Fair
310150213813164,video,25.11,34.01,0.9,22.7,-100.67,45.53,48.01,89.08,4.74,Excellent
310150671880809,gaming,0.5,55.51,2.84,-4.93,-90.09,77.56,81.59,32.28,1.75,Poor
310150582343470,video,29.92,9.75,0.0,26.17,-82.02,44.86,35.48,0.81,5.0,Excellent
310150965020794,video,19.81,40.91,0.82,19.16,-96.25,72.56,65.89,10.46,4.67,Excellent
310150111098252,video,13.01,28.92,0.75,11.5,-84.71,31.61,28.26,21.91,4.67,Excellent
310150536419446,gaming,10.26,6.15,1.19,8.1,-94.13,32.51,25.18,37.65,4.31,Excellent
310150692641941,video,1.78,23.82,2.14,1.85,-106.11,52.76,43.1,5.9,2.78,Fair
310150397163893,video,3.84,29.89,2.31,2.25,-99.9,36.27,32.75,75.58,3.07,Good
310150165176852,video,9.46,22.04,1.38,7.92,-96.17,34.93,28.41,24.49,4.1,Excellent
310150676412373,video,0.5,128.21,3.34,1.87,-103.82,89.97,74.28,69.18,1.12,Poor
310150501745115,volte,2.6,62.53,2.36,4.41,-96.36,82.08,72.85,52.96,3.11,Good
310150287878425,video,12.45,28.85,1.14,12.91,-96.82,58.62,46.05,50.72,4.78,Excellent
310150729667598,volte,16.66,22.66,0.47,14.79,-109.23,42.75,35.29,39.52,4.42,Excellent
310150576659721,video,12.71,41.35,0.63,12.64,-106.27,35.86,33.36,40.89,4.45,Excellent
310150850646231,gaming,0.5,200.0,2.95,3.24,-107.11,97.27,84.92,41.67,1.16,Poor
310150791612025,volte,17.84,29.45,0.61,17.94,-84.07,44.39,37.77,41.02,4.42,Excellent
310150575764344,volte,13.72,14.79,1.13,13.9,-93.34,63.16,64.62,36.04,4.21,Excellent
310150485951356,volte,10.96,37.83,2.18,8.51,-100.91,53.29,53.91,93.11,3.8,Good
310150769547177,volte,3.67,46.06,2.44,2.96,-102.03,74.57,66.03,48.77,3.3,Good
310150744344391,gaming,21.36,23.41,1.03,18.87,-102.17,28.03,19.59,52.63,4.46,Excellent
310150185661847,video,18.04,23.69,0.92,15.26,-107.67,36.53,36.2,63.04,4.6,Excellent
310150544191439,volte,4.56,38.09,2.22,5.87,-92.76,78.2,81.45,15.38,3.26,Good
310150343254320,gaming,5.11,12.5,1.73,0.97,-89.98,26.44,30.09,6.53,3.52,Good
310150124245082,volte,3.19,133.04,1.71,5.6,-96.13,91.36,73.89,31.61,2.5,Fair
310150231106084,video,0.5,42.41,1.84,2.27,-104.63,72.09,62.45,33.54,1.51,Poor
310150323598147,volte,11.36,22.12,1.09,11.63,-102.42,62.76,51.56,57.83,4.01,Excellent
310150206541105,gaming,6.33,41.22,2.0,8.19,-94.8,78.14,64.13,29.22,3.28,Good
310150411876114,video,0.8,25.81,1.74,-1.28,-104.11,42.43,43.01,37.15,2.31,Fair
310150534540131,gaming,15.76,14.79,1.23,12.61,-98.56,43.04,43.45,34.35,4.42,Excellent
310150846200123,video,34.49,13.91,0.0,28.21,-92.0,13.21,20.5,3.11,4.79,Excellent
310150836263334,video,14.58,32.69,1.27,9.76,-103.22,37.51,36.4,40.1,4.6,Excellent
310150819621321,video,13.61,27.47,1.07,10.62,-101.08,28.93,25.24,57.71,4.58,Excellent
310150355679320,volte,11.65,11.03,1.02,9.91,-106.31,40.98,37.0,11.62,3.99,Good
310150510321041,gaming,15.65,21.06,0.85,12.98,-94.12,24.51,17.04,38.69,4.27,Excellent
310150171537554,gaming,27.5,26.27,0.35,22.84,-105.09,28.02,31.51,38.64,4.8,Excellent
310150631971747,gaming,19.58,15.96,0.0,18.66,-86.95,49.38,39.75,12.06,5.0,Excellent
310150742973641,video,0.79,57.87,1.89,3.19,-102.47,84.61,72.41,9.33,1.54,Poor
310150966585568,volte,13.28,27.09,2.01,8.8,-104.4,23.07,18.78,88.84,3.46,Good
310150847087286,video,9.37,39.79,1.03,9.41,-94.87,56.56,34.41,26.21,4.15,Excellent
310150471980529,gaming,10.79,25.98,1.94,11.66,-98.21,67.92,64.11,16.12,3.52,Good
310150757060420,volte,17.0,14.61,0.88,15.67,-99.01,37.57,28.33,12.53,4.37,Excellent
310150821615534,volte,2.06,36.13,2.12,5.54,-99.51,73.93,68.5,43.78,3.36,Good
310150612216171,volte,0.5,53.17,2.89,-3.08,-91.15,80.98,69.02,39.71,2.28,Fair
310150584459745,gaming,12.57,20.64,1.12,10.57,-94.35,31.86,25.75,42.06,4.56,Excellent
310150251861908,volte,2.42,60.46,2.47,4.99,-102.92,83.47,67.9,6.84,3.16,Good
310150511090896,volte,0.5,46.88,3.98,-2.61,-108.46,82.73,79.74,66.05,2.33,Fair
310150866419605,video,24.21,15.91,0.0,18.72,-97.34,25.56,30.55,25.94,4.91,Excellent
310150201526959,video,7.29,57.75,2.18,7.7,-104.69,75.04,71.04,21.39,3.59,Good
310150367455268,volte,5.03,24.96,1.54,3.14,-97.47,46.7,42.42,30.35,3.8,Good
310150709762958,volte,24.92,26.47,0.29,23.11,-94.68,58.51,52.16,25.99,4.59,Excellent
310150559965403,video,18.38,20.68,1.58,12.84,-97.92,32.95,34.43,61.88,4.55,Excellent
310150985562822,video,17.17,20.96,1.3,14.09,-115.89,38.59,33.33,72.38,4.62,Excellent
310150300563871,video,18.92,24.02,0.73,18.04,-90.18,49.23,49.91,20.79,4.84,Excellent
310150692537098,gaming,1.58,43.79,2.75,2.84,-107.38,66.51,53.71,61.92,2.76,Fair
310150129565896,gaming,18.63,36.19,1.05,15.2,-104.17,25.6,27.44,53.05,4.33,Excellent
310150705186637,video,0.64,30.21,3.51,-5.0,-115.88,58.38,57.8,72.7,1.0,Poor
310150667002188,volte,25.69,28.14,0.17,19.64,-98.9,32.84,23.41,17.26,4.71,Excellent
310150505772796,video,4.53,64.67,1.93,5.5,-103.29,79.31,65.6,37.55,3.43,Good
310150351060664,gaming,8.68,37.83,1.98,11.59,-91.42,73.61,64.55,19.03,3.56,Good
310150708916376,volte,0.55,72.21,2.75,3.44,-105.86,85.4,77.27,57.28,2.37,Fair
310150205399615,gaming,20.01,47.85,0.89,20.72,-85.65,83.12,70.06,0.45,4.0,Good
310150686004258,volte,11.89,45.72,1.19,15.17,-95.04,74.58,66.09,36.76,4.18,Excellent
310150516813318,gaming,0.5,26.88,2.48,-5.0,-92.8,60.57,42.97,22.94,2.16,Fair
310150938139476,volte,13.7,39.27,1.17,12.84,-99.5,63.02,59.28,21.95,4.13,Excellent
310150855232401,volte,17.46,21.65,0.78,11.38,-96.28,15.26,17.49,42.15,4.34,Excellent
310150762794050,volte,19.48,8.5,0.77,14.52,-91.53,30.02,34.03,60.38,4.39,Excellent
310150927713065,volte,9.85,37.76,1.3,11.19,-94.85,68.41,63.07,39.69,4.15,Excellent
310150865361525,gaming,6.3,27.79,1.85,4.63,-104.02,34.4,28.42,60.59,3.84,Good
310150940915580,gaming,16.53,16.45,0.91,11.84,-99.52,34.32,25.13,18.42,4.46,Excellent
310150926506992,volte,4.29,32.44,2.1,2.71,-113.2,49.15,39.19,33.87,3.19,Good
310150167951050,volte,13.88,52.53,2.04,16.73,-97.01,80.81,70.67,29.63,3.68,Good
310150491228695,gaming,23.56,20.87,0.13,17.9,-98.26,19.38,12.82,0.97,4.81,Excellent
310150651449275,volte,11.56,26.2,1.13,11.49,-101.47,59.35,48.39,36.24,4.05,Excellent
310150395094573,volte,5.33,45.01,1.3,8.21,-99.82,75.26,66.04,43.34,3.58,Good
310150547147538,volte,0.5,83.81,3.07,-2.05,-113.2,83.82,65.7,38.53,2.14,Fair
310150543323971,video,9.98,45.05,2.01,9.69,-105.97,78.91,64.49,49.1,3.81,Good
310150474637669,volte,18.81,35.13,0.72,20.27,-92.46,64.52,57.87,37.18,4.3,Excellent
310150436669225,video,2.26,21.31,1.24,1.56,-107.21,43.33,39.46,5.28,2.84,Fair
310150767973919,volte,23.04,8.72,0.16,15.83,-94.48,17.87,20.05,8.85,4.59,Excellent
310150203769254,gaming,27.54,21.34,0.58,19.53,-103.64,10.0,10.0,38.83,4.41,Excellent
310150197163884,video,4.77,41.15,2.14,3.23,-96.94,68.83,60.72,19.06,3.58,Good
310150441103597,video,20.27,24.79,0.36,16.29,-89.86,53.53,50.29,6.23,4.57,Excellent
310150163975459,volte,8.28,36.89,1.86,8.35,-91.42,67.32,60.19,28.37,3.56,Good
310150467899367,volte,9.1,24.03,1.75,7.29,-92.42,27.68,19.49,36.08,3.63,Good
310150724015076,video,2.76,12.62,2.15,-5.0,-102.01,33.0,25.04,22.31,2.59,Fair
310150719295072,gaming,7.44,24.74,1.96,7.62,-111.31,54.17,56.05,47.81,3.81,Good
310150511246243,gaming,15.96,24.42,0.83,11.44,-98.72,27.03,39.87,42.07,4.35,Excellent
310150924063874,volte,22.76,18.0,0.37,20.67,-90.66,41.84,40.5,22.56,4.44,Excellent
310150749347144,gaming,20.07,20.72,0.86,14.46,-97.51,21.16,13.58,50.67,4.62,Excellent
310150415128455,gaming,3.03,20.5,2.44,3.03,-92.15,70.26,71.32,42.42,3.37,Good
310150602322528,volte,2.69,30.54,1.47,-1.19,-95.96,45.14,37.57,41.63,3.61,Good
310150501839173,gaming,16.69,38.64,1.21,15.17,-96.58,54.61,50.18,36.02,3.84,Good
310150550955688,volte,10.37,36.88,1.12,10.53,-91.19,68.58,60.24,0.95,3.74,Good
310150603180262,video,15.56,24.94,1.33,10.94,-108.05,10.35,10.04,45.94,4.27,Excellent
310150398173123,volte,12.69,25.87,0.86,8.94,-97.18,29.96,24.16,25.15,4.24,Excellent
310150926394380,video,20.18,27.18,1.57,17.13,-106.81,37.87,39.81,75.39,4.47,Excellent
310150181861168,video,25.16,17.87,0.81,19.68,-97.72,35.71,30.51,56.64,5.0,Excellent
310150451599419,gaming,16.29,21.9,1.09,9.63,-103.21,11.96,13.59,38.25,4.29,Excellent
310150390393729,gaming,4.3,23.89,1.22,-1.6,-105.82,19.43,20.06,17.65,3.95,Good
310150828437691,gaming,17.63,7.17,0.58,12.49,-100.9,25.38,21.78,14.62,4.79,Excellent
310150316279556,volte,19.21,24.78,0.0,13.95,-98.54,34.19,22.56,23.01,4.75,Excellent
310150400353963,gaming,21.63,18.85,0.73,15.01,-99.83,11.79,10.0,31.22,4.44,Excellent
310150702017951,video,0.5,48.23,2.93,-3.75,-99.2,78.13,72.32,20.34,1.23,Poor
310150271849876,gaming,25.24,18.61,0.63,22.43,-95.22,33.88,31.36,33.59,4.36,Excellent
310150190827527,gaming,0.5,44.52,2.41,-4.86,-103.03,75.2,62.1,12.14,2.08,Fair
310150658685413,volte,7.12,25.4,2.21,2.44,-104.37,37.32,33.06,87.55,3.45,Good
310150498624455,volte,10.86,37.74,0.92,8.17,-95.49,17.72,16.64,8.25,4.16,Excellent
310150748013361,video,0.5,34.07,2.95,-2.7,-113.37,69.27,63.87,72.94,1.0,Poor
310150873660738,volte,5.21,5.0,2.15,-3.51,-108.57,13.39,20.89,69.35,3.19,Good
310150241552629,gaming,20.29,19.82,0.6,14.32,-95.5,15.14,10.0,34.24,4.42,Excellent
310150419261052,volte,21.8,30.43,0.86,18.22,-101.81,53.89,53.48,48.17,4.13,Excellent
310150988451129,video,16.19,22.65,0.78,11.76,-103.45,26.4,24.32,28.76,4.89,Excellent
310150456490498,gaming,0.5,69.12,3.09,-2.38,-111.22,88.25,72.51,41.11,1.42,Poor
310150917439061,video,14.15,41.3,1.07,16.63,-93.85,80.82,71.94,23.02,4.47,Excellent
310150827940933,volte,13.21,25.01,1.49,15.27,-97.17,60.2,60.21,20.65,4.01,Excellent
310150324793729,volte,11.03,27.97,1.55,5.76,-101.54,31.82,36.73,37.63,3.61,Good
310150651802027,video,24.67,5.0,0.62,16.89,-106.44,10.0,10.0,32.55,4.65,Excellent
310150795094017,gaming,11.75,57.23,1.44,13.57,-97.09,78.88,65.17,37.72,3.56,Good
310150585091941,volte,2.4,40.55,2.39,1.41,-100.16,74.51,59.1,19.77,3.0,Fair
310150348177872,volte,4.32,97.16,2.29,6.52,-97.66,89.11,79.58,24.61,3.2,Good
310150943326934,gaming,14.31,16.16,0.2,10.7,-87.41,34.56,31.82,6.54,4.83,Excellent
310150458928499,volte,0.5,38.03,2.54,0.58,-104.48,73.31,69.45,4.19,2.63,Fair
310150358309383,video,13.83,21.68,0.7,12.33,-93.42,47.09,43.64,17.73,4.52,Excellent
310150445637525,volte,21.51,22.28,0.27,18.26,-90.97,19.8,21.89,5.84,4.68,Excellent
310150367562795,volte,6.89,53.15,1.53,8.11,-94.49,80.6,63.99,7.96,3.59,Good
310150481253049,gaming,5.25,34.95,2.06,3.42,-104.97,42.71,46.35,56.11,3.01,Good
310150991743779,video,23.38,47.63,1.0,22.86,-86.34,80.25,77.1,3.16,4.81,Excellent
310150852920396,gaming,8.48,34.91,1.11,6.09,-105.34,46.73,38.48,43.15,4.17,Excellent
310150679648988,volte,11.58,32.54,1.34,12.49,-99.2,68.02,55.93,18.91,4.03,Excellent
310150916064798,volte,17.86,26.05,1.1,14.37,-100.41,42.39,41.04,62.92,4.14,Excellent
310150120778286,gaming,0.5,7.38,1.99,-5.0,-105.82,38.64,26.2,31.74,3.09,Good
310150963003640,gaming,18.54,12.73,0.85,17.7,-92.22,39.28,30.89,20.91,4.58,Excellent
310150832197174,gaming,13.9,15.7,0.73,11.46,-96.47,36.25,26.76,33.76,4.36,Excellent
310150253878735,video,12.8,6.01,1.1,9.85,-96.37,38.38,33.29,25.5,4.31,Excellent
310150784952169,volte,0.5,199.22,2.46,3.25,-93.63,95.34,81.68,36.72,1.0,Poor
310150515222205,gaming,25.2,19.22,0.0,19.28,-94.06,18.48,12.34,8.71,4.82,Excellent
310150841694109,volte,1.2,38.53,3.55,-5.0,-104.37,30.27,22.22,106.89,2.19,Fair
310150960586616,video,10.52,16.87,1.3,9.02,-104.92,61.04,50.52,28.12,4.33,Excellent
310150408406326,video,16.98,33.55,1.04,14.8,-96.61,38.77,28.17,23.48,4.49,Excellent
310150126471311,video,20.85,54.44,1.09,21.0,-95.72,74.93,68.65,47.0,4.65,Excellent
310150105311499,video,0.5,96.53,2.87,-3.5,-111.08,86.81,82.02,24.42,1.09,Poor
310150519066512,volte,19.13,31.55,0.84,14.46,-98.6,22.99,22.24,58.28,4.46,Excellent
310150318412431,video,11.69,32.7,0.91,10.15,-97.53,20.56,25.01,29.86,4.45,Excellent
310150808290443,video,4.29,67.89,2.42,8.33,-96.86,82.33,68.25,47.74,3.04,Good
310150295206099,gaming,28.85,7.0,0.13,21.65,-88.93,15.53,10.0,8.22,4.88,Excellent
310150860972943,video,9.25,28.12,1.81,4.33,-110.71,37.8,35.47,59.74,3.91,Good
310150669196061,gaming,30.9,5.0,0.82,24.73,-86.82,30.73,29.9,49.05,4.44,Excellent
310150614661654,video,24.27,19.58,0.35,20.78,-95.52,45.51,40.12,15.13,5.0,Excellent
310150741306971,video,20.27,15.99,0.05,19.04,-96.71,31.28,27.4,10.81,5.0,Excellent
310150754621799,gaming,20.4,22.43,1.2,12.87,-93.51,10.0,10.0,21.56,4.37,Excellent
310150186012533,video,0.5,58.65,2.85,-0.84,-102.26,76.49,54.01,86.71,1.2,Poor
310150860213351,volte,26.08,10.65,0.36,18.6,-96.69,10.64,12.15,17.94,4.83,Excellent
